vidid,adview
VID_1054,0.000203130111785
VID_18629,0.000203130111785
VID_13967,0.000203130111785
VID_19442,0.000203130111785
VID_770,0.000203130111785
VID_10315,0.000203130111785
VID_7417,0.000203130111785
VID_17788,0.000203130111785
VID_14591,0.000203130111785
VID_1228,0.000203130111785
VID_10153,0.000203130111785
VID_5667,0.000203130111785
VID_22775,0.000203130111785
VID_8353,0.000203130111785
VID_486,0.00148158668802
VID_17460,0.000203130111785
VID_5867,0.000203130111785
VID_15951,0.000203130111785
VID_14890,0.000203130111785
VID_7219,0.000203130111785
VID_20045,0.000203130111785
VID_11874,0.000203130111785
VID_1208,0.000203130111785
VID_4529,0.000203130111785
VID_6793,0.000203130111785
VID_18254,0.000203130111785
VID_11155,0.000203130111785
VID_12257,0.000203130111785
VID_4207,0.000203130111785
VID_23276,5.52520376952e-07
VID_18261,0.000203130111785
VID_11536,0.000203130111785
VID_6429,0.000203130111785
VID_9277,0.000203130111785
VID_517,0.00148158668802
VID_11291,0.000203130111785
VID_11265,0.000203130111785
VID_632,0.000203130111785
VID_13587,0.000203130111785
VID_16439,0.000203130111785
VID_14888,0.000203130111785
VID_3207,0.000203130111785
VID_9352,0.000203130111785
VID_3286,0.000203130111785
VID_19592,0.000203130111785
VID_15582,0.000203130111785
VID_15269,0.000203130111785
VID_5703,0.000203130111785
VID_22315,0.000203130111785
VID_14939,0.000203130111785
VID_18277,0.000203130111785
VID_1684,0.000203130111785
VID_14842,0.000203130111785
VID_635,0.000203130111785
VID_19621,0.000203130111785
VID_2006,0.000203130111785
VID_2427,0.000203130111785
VID_3232,0.000203130111785
VID_17944,0.000203130111785
VID_19507,0.000203130111785
VID_6745,0.000203130111785
VID_8446,0.000203130111785
VID_17593,0.000203130111785
VID_21611,0.000203130111785
VID_16242,0.000203130111785
VID_23409,0.0490763332685
VID_22950,0.000203130111785
VID_15401,0.000203130111785
VID_7634,0.000203130111785
VID_4283,0.000203130111785
VID_20020,0.000203130111785
VID_13334,0.000203130111785
VID_17504,0.000203130111785
VID_22854,0.000203130111785
VID_4396,0.000203130111785
VID_7426,0.000203130111785
VID_1941,0.000203130111785
VID_22447,0.000203130111785
VID_13156,0.000203130111785
VID_6361,0.000203130111785
VID_1601,0.000203130111785
VID_5787,0.000203130111785
VID_15044,0.000203130111785
VID_18511,0.000203130111785
VID_17965,0.000203130111785
VID_20023,0.000203130111785
VID_20294,0.000203130111785
VID_4284,0.000203130111785
VID_6333,0.000203130111785
VID_4459,0.000203130111785
VID_7896,0.000203130111785
VID_14003,0.000203130111785
VID_22518,0.000203130111785
VID_12272,0.000203130111785
VID_1002,0.000203130111785
VID_2801,0.000203130111785
VID_85,0.00148158668802
VID_17535,0.000203130111785
VID_16710,0.000203130111785
VID_7899,0.000203130111785
VID_3336,0.000203130111785
VID_966,0.000203130111785
VID_15920,0.000203130111785
VID_9048,0.000203130111785
VID_10819,0.000203130111785
VID_9004,0.000203130111785
VID_8038,0.000203130111785
VID_22273,0.000203130111785
VID_9597,0.000203130111785
VID_405,0.00148158668802
VID_6857,0.000203130111785
VID_745,0.000203130111785
VID_22181,0.000203130111785
VID_2452,0.000203130111785
VID_16534,0.000203130111785
VID_8504,0.000203130111785
VID_6211,0.000203130111785
VID_7421,0.000203130111785
VID_19004,0.000203130111785
VID_21560,0.000203130111785
VID_6904,0.000203130111785
VID_10068,0.000203130111785
VID_3831,0.000203130111785
VID_523,0.00148158668802
VID_21181,0.000203130111785
VID_9556,0.000203130111785
VID_1140,0.000203130111785
VID_18078,0.000203130111785
VID_13326,0.000203130111785
VID_21883,0.000203130111785
VID_18044,0.000203130111785
VID_11715,0.000203130111785
VID_7741,0.000203130111785
VID_23167,5.52520376952e-07
VID_4147,0.000203130111785
VID_12377,0.000203130111785
VID_16014,0.000203130111785
VID_21928,0.000203130111785
VID_22002,0.000203130111785
VID_19194,0.000203130111785
VID_17892,0.000203130111785
VID_19234,0.000203130111785
VID_1790,0.000203130111785
VID_7878,0.000203130111785
VID_6945,0.000203130111785
VID_17600,0.000203130111785
VID_7502,0.000203130111785
VID_11761,0.000203130111785
VID_578,0.000203130111785
VID_2068,0.000203130111785
VID_10591,0.000203130111785
VID_1300,0.000203130111785
VID_2950,0.000203130111785
VID_12930,0.000203130111785
VID_22247,0.000203130111785
VID_4330,0.000203130111785
VID_14398,0.000203130111785
VID_8506,0.000203130111785
VID_12462,0.000203130111785
VID_21697,0.000203130111785
VID_14574,0.000203130111785
VID_14171,0.000203130111785
VID_22620,0.000203130111785
VID_5642,0.000203130111785
VID_12689,0.000203130111785
VID_3676,0.000203130111785
VID_23515,5.52520376952e-07
VID_11336,0.000203130111785
VID_8360,0.000203130111785
VID_14293,0.000203130111785
VID_7088,0.000203130111785
VID_11588,0.000203130111785
VID_12193,0.000203130111785
VID_18944,0.000203130111785
VID_14220,0.000203130111785
VID_2589,0.000203130111785
VID_17644,0.000203130111785
VID_20263,0.000203130111785
VID_15204,0.000203130111785
VID_6855,0.000203130111785
VID_19306,0.000203130111785
VID_20132,0.000203130111785
VID_18477,0.000203130111785
VID_4562,0.000203130111785
VID_17001,0.000203130111785
VID_6858,0.000203130111785
VID_20250,0.000203130111785
VID_22484,0.000203130111785
VID_2358,0.000203130111785
VID_17132,0.000203130111785
VID_19635,0.000203130111785
VID_20188,0.000203130111785
VID_1272,0.000203130111785
VID_2390,0.000203130111785
VID_10914,0.000203130111785
VID_9647,0.000203130111785
VID_11219,0.000203130111785
VID_13260,0.000203130111785
VID_21600,0.000203130111785
VID_12441,0.000203130111785
VID_15261,0.000203130111785
VID_11540,0.000203130111785
VID_20101,0.000203130111785
VID_3909,0.000203130111785
VID_14409,0.000203130111785
VID_10430,0.000203130111785
VID_8148,0.000203130111785
VID_9579,0.000203130111785
VID_12302,0.000203130111785
VID_7161,0.000203130111785
VID_17471,0.000203130111785
VID_13296,0.000203130111785
VID_1935,0.000203130111785
VID_23277,5.52520376952e-07
VID_20389,0.000203130111785
VID_2988,0.000203130111785
VID_5453,0.000203130111785
VID_6553,0.000203130111785
VID_18356,0.000203130111785
VID_15268,0.000203130111785
VID_21503,0.000203130111785
VID_6901,0.000203130111785
VID_5796,0.000203130111785
VID_21475,0.000203130111785
VID_19600,0.000203130111785
VID_7977,0.000203130111785
VID_4704,0.000203130111785
VID_20858,0.000203130111785
VID_23644,5.52520376952e-07
VID_12962,0.000203130111785
VID_4894,0.000203130111785
VID_4803,0.000203130111785
VID_8408,0.000203130111785
VID_12226,0.000203130111785
VID_1299,0.000203130111785
VID_7721,0.000203130111785
VID_1919,0.000203130111785
VID_23316,5.52520376952e-07
VID_17849,0.000203130111785
VID_1313,0.000203130111785
VID_9117,0.000203130111785
VID_9152,0.000203130111785
VID_15543,0.000203130111785
VID_11505,0.000203130111785
VID_647,0.000203130111785
VID_2236,0.000203130111785
VID_14118,0.000203130111785
VID_1225,0.000203130111785
VID_11257,0.000203130111785
VID_13130,0.000203130111785
VID_12580,0.000203130111785
VID_860,0.000203130111785
VID_14251,0.000203130111785
VID_6476,0.000203130111785
VID_13070,0.000203130111785
VID_4623,0.000203130111785
VID_13599,0.000203130111785
VID_11705,0.000203130111785
VID_11736,0.000203130111785
VID_14145,0.000203130111785
VID_13264,0.000203130111785
VID_10476,0.000203130111785
VID_22755,0.000203130111785
VID_13294,0.000203130111785
VID_964,0.000203130111785
VID_23498,5.52520376952e-07
VID_12090,0.000203130111785
VID_7494,0.000203130111785
VID_141,0.00148158668802
VID_242,0.00148158668802
VID_8088,0.000203130111785
VID_10154,0.000203130111785
VID_3878,0.000203130111785
VID_4799,0.000203130111785
VID_12287,0.000203130111785
VID_15607,0.000203130111785
VID_9974,0.000203130111785
VID_20032,0.000203130111785
VID_9920,0.000203130111785
VID_7959,0.000203130111785
VID_21506,0.000203130111785
VID_15898,0.000203130111785
VID_4349,0.000203130111785
VID_16235,0.000203130111785
VID_6391,0.000203130111785
VID_4940,0.000203130111785
VID_16185,0.000203130111785
VID_6988,0.000203130111785
VID_877,0.000203130111785
VID_23610,5.52520376952e-07
VID_17702,0.000203130111785
VID_18664,0.000203130111785
VID_9915,0.000203130111785
VID_4438,0.000203130111785
VID_15812,0.000203130111785
VID_15966,0.000203130111785
VID_2832,0.000203130111785
VID_20533,0.000203130111785
VID_12692,0.000203130111785
VID_11340,0.000203130111785
VID_10760,0.000203130111785
VID_19631,0.000203130111785
VID_7012,0.000203130111785
VID_7799,0.000203130111785
VID_3963,0.000203130111785
VID_501,0.00148158668802
VID_9202,0.000203130111785
VID_14268,0.000203130111785
VID_21714,0.000203130111785
VID_23154,5.52520376952e-07
VID_4429,0.000203130111785
VID_16062,0.000203130111785
VID_6282,0.000203130111785
VID_13205,0.000203130111785
VID_8515,0.000203130111785
VID_9480,0.000203130111785
VID_21979,0.000203130111785
VID_18494,0.000203130111785
VID_20589,0.000203130111785
VID_15916,0.000203130111785
VID_17023,0.000203130111785
VID_8425,0.000203130111785
VID_3586,0.000203130111785
VID_5788,0.000203130111785
VID_12137,0.000203130111785
VID_14347,0.000203130111785
VID_19044,0.000203130111785
VID_11039,0.000203130111785
VID_3484,0.000203130111785
VID_15142,0.000203130111785
VID_3351,0.000203130111785
VID_5895,0.000203130111785
VID_16112,0.000203130111785
VID_19247,0.000203130111785
VID_11439,0.000203130111785
VID_18883,0.000203130111785
VID_12140,0.000203130111785
VID_17446,0.000203130111785
VID_5115,0.000203130111785
VID_21486,0.000203130111785
VID_17120,0.000203130111785
VID_3959,0.000203130111785
VID_15956,0.000203130111785
VID_15739,0.000203130111785
VID_2682,0.000203130111785
VID_14621,0.000203130111785
VID_9320,0.000203130111785
VID_12110,0.000203130111785
VID_11354,0.000203130111785
VID_811,0.000203130111785
VID_9472,0.000203130111785
VID_4773,0.000203130111785
VID_12695,0.000203130111785
VID_19547,0.000203130111785
VID_530,0.00148158668802
VID_155,0.00148158668802
VID_22955,0.000203130111785
VID_20307,0.000203130111785
VID_11612,0.000203130111785
VID_15674,0.000203130111785
VID_13000,0.000203130111785
VID_1455,0.000203130111785
VID_23534,5.52520376952e-07
VID_18740,0.000203130111785
VID_17988,0.000203130111785
VID_21728,0.000203130111785
VID_10905,0.000203130111785
VID_18445,0.000203130111785
VID_21983,0.000203130111785
VID_16023,0.000203130111785
VID_1444,0.000203130111785
VID_1814,0.000203130111785
VID_19094,0.000203130111785
VID_19355,0.000203130111785
VID_20430,0.000203130111785
VID_13461,0.000203130111785
VID_9066,0.000203130111785
VID_3020,0.000203130111785
VID_13577,0.000203130111785
VID_5062,0.000203130111785
VID_9293,0.000203130111785
VID_16663,0.000203130111785
VID_20444,0.000203130111785
VID_22353,0.000203130111785
VID_22384,0.000203130111785
VID_23036,0.0490763332685
VID_12705,0.000203130111785
VID_11785,0.000203130111785
VID_22988,0.000203130111785
VID_9495,0.000203130111785
VID_8909,0.000203130111785
VID_13459,0.000203130111785
VID_22206,0.000203130111785
VID_12228,0.000203130111785
VID_2335,0.000203130111785
VID_17498,0.000203130111785
VID_18702,0.000203130111785
VID_10850,0.000203130111785
VID_12956,0.000203130111785
VID_6246,0.000203130111785
VID_9539,0.000203130111785
VID_17436,0.000203130111785
VID_8383,0.000203130111785
VID_4554,0.000203130111785
VID_18487,0.000203130111785
VID_6285,0.000203130111785
VID_287,0.00148158668802
VID_5371,0.000203130111785
VID_10704,0.000203130111785
VID_20810,0.000203130111785
VID_7972,0.000203130111785
VID_10923,0.000203130111785
VID_11876,0.000203130111785
VID_15477,0.000203130111785
VID_12366,0.000203130111785
VID_6538,0.000203130111785
VID_10092,0.000203130111785
VID_6826,0.000203130111785
VID_22526,0.000203130111785
VID_10897,0.000203130111785
VID_3400,0.000203130111785
VID_9995,0.000203130111785
VID_19337,0.000203130111785
VID_9673,0.000203130111785
VID_12280,0.000203130111785
VID_14038,0.000203130111785
VID_11157,0.000203130111785
VID_13406,0.000203130111785
VID_7774,0.000203130111785
VID_7386,0.000203130111785
VID_2419,0.000203130111785
VID_6334,0.000203130111785
VID_1778,0.000203130111785
VID_4907,0.000203130111785
VID_7122,0.000203130111785
VID_10445,0.000203130111785
VID_18113,0.000203130111785
VID_6716,0.000203130111785
VID_5803,0.000203130111785
VID_6459,0.000203130111785
VID_14427,0.000203130111785
VID_3872,0.000203130111785
VID_6774,0.000203130111785
VID_11609,0.000203130111785
VID_21821,0.000203130111785
VID_14317,0.000203130111785
VID_4982,0.000203130111785
VID_5798,0.000203130111785
VID_4365,0.000203130111785
VID_6535,0.000203130111785
VID_7237,0.000203130111785
VID_10388,0.000203130111785
VID_17934,0.000203130111785
VID_838,0.000203130111785
VID_5439,0.000203130111785
VID_11455,0.000203130111785
VID_7473,0.000203130111785
VID_16677,0.000203130111785
VID_18433,0.000203130111785
VID_10243,0.000203130111785
VID_23592,5.52520376952e-07
VID_19401,0.000203130111785
VID_2547,0.000203130111785
VID_4525,0.000203130111785
VID_13804,0.000203130111785
VID_22266,0.000203130111785
VID_7560,0.000203130111785
VID_10381,0.000203130111785
VID_4977,0.000203130111785
VID_14081,0.000203130111785
VID_19054,0.000203130111785
VID_2608,0.000203130111785
VID_8639,0.000203130111785
VID_4407,0.000203130111785
VID_9135,0.000203130111785
VID_9462,0.000203130111785
VID_10687,0.000203130111785
VID_15274,0.000203130111785
VID_22631,0.000203130111785
VID_3777,0.000203130111785
VID_10585,0.000203130111785
VID_18024,0.000203130111785
VID_10941,0.000203130111785
VID_525,0.00148158668802
VID_17097,0.000203130111785
VID_13836,0.000203130111785
VID_12202,0.000203130111785
VID_20868,0.000203130111785
VID_17084,0.000203130111785
VID_23196,0.0490763332685
VID_7322,0.000203130111785
VID_17922,0.000203130111785
VID_5486,0.000203130111785
VID_15289,0.000203130111785
VID_7993,0.000203130111785
VID_14078,0.000203130111785
VID_21530,0.000203130111785
VID_11469,0.000203130111785
VID_20959,0.000203130111785
VID_18159,0.000203130111785
VID_19624,0.000203130111785
VID_19029,0.000203130111785
VID_3489,0.000203130111785
VID_15983,0.000203130111785
VID_23605,5.52520376952e-07
VID_23757,5.52520376952e-07
VID_7488,0.000203130111785
VID_15445,0.000203130111785
VID_4538,0.000203130111785
VID_22661,0.000203130111785
VID_5912,0.000203130111785
VID_3324,0.000203130111785
VID_21241,0.000203130111785
VID_18194,0.000203130111785
VID_8640,0.000203130111785
VID_10657,0.000203130111785
VID_3622,0.000203130111785
VID_14909,0.000203130111785
VID_5961,0.000203130111785
VID_117,0.00148158668802
VID_4690,0.000203130111785
VID_10717,0.000203130111785
VID_20280,0.000203130111785
VID_6395,0.000203130111785
VID_9199,0.000203130111785
VID_6343,0.000203130111785
VID_7459,0.000203130111785
VID_18041,0.000203130111785
VID_12175,0.000203130111785
VID_8174,0.000203130111785
VID_15644,0.000203130111785
VID_3021,0.000203130111785
VID_251,0.00148158668802
VID_20609,0.000203130111785
VID_2033,0.000203130111785
VID_20357,0.000203130111785
VID_16428,0.000203130111785
VID_12297,0.000203130111785
VID_1214,0.000203130111785
VID_19907,0.000203130111785
VID_4697,0.000203130111785
VID_22474,0.000203130111785
VID_4002,0.000203130111785
VID_17351,0.000203130111785
VID_937,0.000203130111785
VID_17501,0.000203130111785
VID_2312,0.000203130111785
VID_22996,0.000203130111785
